Date,AUDQT,AUD,BGNQT,BGN,CADQT,CAD,CHFQT,CHF,CNYQT,CNY,CZKQT,CZK,DKKQT,DKK,EURQT,EUR,GBPQT,GBP,IRRQT,IRR,ISKQT,ISK,JPYQT,JPY,KGSQT,KGS,KWDQT,KWD,KZTQT,KZT,MDLQT,MDL,NOKQT,NOK,NZDQT,NZD,PLNQT,PLN,RUBQT,RUB,SEKQT,SEK,SGDQT,SGD,TRYQT,TRY,UAHQT,UAH,USDQT,USD,XDRQT,XDR
9/10/17,1, 1.5568,1, 1.1850,1, 1.5877,1, 2.0313,10, 2.9724,100, 8.8800,10, 3.1151,1, 2.3138,1, 2.5320,"100,000", 5.7624,100, 1.8162,100, 1.7887,100, 2.7997,1, 6.3829,"1,000", 5.7171,10, 1.0832,10, 2.4879,1, 1.4047,10, 5.4474,100, 3.3676,10, 2.4300,1, 1.4368,10, 5.6321,100, 7.3703,1, 1.9206,1, 2.7355
9/11/17,1, 1.5568,1, 1.1850,1, 1.5877,1, 2.0313,10, 2.9724,100, 8.8800,10, 3.1151,1, 2.3138,1, 2.5320,"100,000", 5.7624,100, 1.8162,100, 1.7887,100, 2.7997,1, 6.3829,"1,000", 5.7171,10, 1.0832,10, 2.4879,1, 1.4047,10, 5.4474,100, 3.3676,10, 2.4300,1, 1.4368,10, 5.6321,100, 7.3703,1, 1.9206,1, 2.7355
9/12/17,1, 1.5492,1, 1.1816,1, 1.5886,1, 2.0267,10, 2.9475,100, 8.8676,10, 3.1061,1, 2.3108,1, 2.5403,"100,000", 5.7660,100, 1.8139,100, 1.7726,100, 2.8055,1, 6.3841,"1,000", 5.6943,10, 1.0866,10, 2.4710,1, 1.4019,10, 5.4391,100, 3.3639,10, 2.4179,1, 1.4323,10, 5.6705,100, 7.3927,1, 1.9232,1, 2.7515
9/13/17,1, 1.5498,1, 1.1793,1, 1.5913,1, 2.0136,10, 2.9513,100, 8.8383,10, 3.1004,1, 2.3058,1, 2.5607,"100,000", 5.7755,100, 1.8106,100, 1.7581,100, 2.8133,1, 6.3988,"1,000", 5.6786,10, 1.0902,10, 2.4516,1, 1.4114,10, 5.4224,100, 3.3623,10, 2.4191,1, 1.4326,10, 5.6206,100, 7.4035,1, 1.9286,1, 2.7502
9/14/17,1, 1.5590,1, 1.1881,1, 1.5973,1, 2.0211,10, 2.9685,100, 8.9024,10, 3.1231,1, 2.3219,1, 2.5732,"100,000", 5.8025,100, 1.8226,100, 1.7627,100, 2.8288,1, 6.4329,"1,000", 5.7174,10, 1.0971,10, 2.4681,1, 1.4132,10, 5.4288,100, 3.3594,10, 2.4336,1, 1.4413,10, 5.6361,100, 7.4327,1, 1.9392,1, 2.7578
9/15/17,1, 1.5559,1, 1.1828,1, 1.5976,1, 2.0112,10, 2.9663,100, 8.8659,10, 3.1099,1, 2.3145,1, 2.5750,"100,000", 5.8120,100, 1.8333,100, 1.7605,100, 2.8368,1, 6.4479,"1,000", 5.7311,10, 1.1018,10, 2.4659,1, 1.4059,10, 5.4025,100, 3.3697,10, 2.4259,1, 1.4402,10, 5.6360,100, 7.4324,1, 1.9447,1, 2.7692
9/16/17,1, 1.5540,1, 1.1844,1, 1.5939,1, 2.0187,10, 2.9630,100, 8.8843,10, 3.1132,1, 2.3112,1, 2.6358,"100,000", 5.7950,100, 1.8312,100, 1.7425,100, 2.8285,1, 6.4344,"1,000", 5.7092,10, 1.1005,10, 2.4689,1, 1.4090,10, 5.4154,100, 3.3713,10, 2.4341,1, 1.4420,10, 5.6358,100, 7.3994,1, 1.9390,1, 2.7522
9/17/17,1, 1.5540,1, 1.1844,1, 1.5939,1, 2.0187,10, 2.9630,100, 8.8843,10, 3.1132,1, 2.3112,1, 2.6358,"100,000", 5.7950,100, 1.8312,100, 1.7425,100, 2.8285,1, 6.4344,"1,000", 5.7092,10, 1.1005,10, 2.4689,1, 1.4090,10, 5.4154,100, 3.3713,10, 2.4341,1, 1.4420,10, 5.6358,100, 7.3994,1, 1.9390,1, 2.7522
9/18/17,1, 1.5540,1, 1.1844,1, 1.5939,1, 2.0187,10, 2.9630,100, 8.8843,10, 3.1132,1, 2.3112,1, 2.6358,"100,000", 5.7950,100, 1.8312,100, 1.7425,100, 2.8285,1, 6.4344,"1,000", 5.7092,10, 1.1005,10, 2.4689,1, 1.4090,10, 5.4154,100, 3.3713,10, 2.4341,1, 1.4420,10, 5.6358,100, 7.3994,1, 1.9390,1, 2.7522
9/19/17,1, 1.5518,1, 1.1849,1, 1.5892,1, 2.0216,10, 2.9500,100, 8.8837,10, 3.1143,1, 2.3128,1, 2.6235,"100,000", 5.7883,100, 1.8205,100, 1.7425,100, 2.8324,1, 6.4312,"1,000", 5.6918,10, 1.0978,10, 2.4786,1, 1.4151,10, 5.4012,100, 3.3656,10, 2.4375,1, 1.4403,10, 5.6058,100, 7.4090,1, 1.9382,1, 2.7596
9/20/17,1, 1.5519,1, 1.1893,1, 1.5805,1, 2.0141,10, 2.9480,100, 8.9087,10, 3.1263,1, 2.3262,1, 2.6183,"100,000", 5.7899,100, 1.8333,100, 1.7384,100, 2.8358,1, 6.4404,"1,000", 5.6802,10, 1.0982,10, 2.4878,1, 1.4161,10, 5.4167,100, 3.3373,10, 2.4427,1, 1.4384,10, 5.5530,100, 7.4292,1, 1.9405,1, 2.7616
9/21/17,1, 1.5629,1, 1.1913,1, 1.5849,1, 2.0191,10, 2.9520,100, 8.9239,10, 3.1311,1, 2.3295,1, 2.6276,"100,000", 5.7874,100, 1.8274,100, 1.7430,100, 2.8358,1, 6.4383,"1,000", 5.6885,10, 1.0991,10, 2.4921,1, 1.4297,10, 5.4463,100, 3.3389,10, 2.4431,1, 1.4436,10, 5.5753,100, 7.4086,1, 1.9405,1, 2.7619
9/22/17,1, 1.5453,1, 1.1847,1, 1.5751,1, 2.0005,10, 2.9514,100, 8.8800,10, 3.1145,1, 2.3140,1, 2.6255,"100,000", 5.7959,100, 1.8048,100, 1.7297,100, 2.8434,1, 6.4523,"1,000", 5.7121,10, 1.1021,10, 2.4907,1, 1.4214,10, 5.4040,100, 3.3440,10, 2.4327,1, 1.4399,10, 5.5422,100, 7.4129,1, 1.9457,1, 2.7721
9/23/17,1, 1.5431,1, 1.1856,1, 1.5772,1, 1.9973,10, 2.9379,100, 8.9072,10, 3.1170,1, 2.3198,1, 2.6239,"100,000", 5.7688,100, 1.8071,100, 1.7294,100, 2.8301,1, 6.4253,"1,000", 5.6771,10, 1.0969,10, 2.4873,1, 1.4189,10, 5.4313,100, 3.3604,10, 2.4316,1, 1.4385,10, 5.5469,100, 7.3775,1, 1.9366,1, 2.7478
9/24/17,1, 1.5431,1, 1.1856,1, 1.5772,1, 1.9973,10, 2.9379,100, 8.9072,10, 3.1170,1, 2.3198,1, 2.6239,"100,000", 5.7688,100, 1.8071,100, 1.7294,100, 2.8301,1, 6.4253,"1,000", 5.6771,10, 1.0969,10, 2.4873,1, 1.4189,10, 5.4313,100, 3.3604,10, 2.4316,1, 1.4385,10, 5.5469,100, 7.3775,1, 1.9366,1, 2.7478
9/25/17,1, 1.5431,1, 1.1856,1, 1.5772,1, 1.9973,10, 2.9379,100, 8.9072,10, 3.1170,1, 2.3198,1, 2.6239,"100,000", 5.7688,100, 1.8071,100, 1.7294,100, 2.8301,1, 6.4253,"1,000", 5.6771,10, 1.0969,10, 2.4873,1, 1.4189,10, 5.4313,100, 3.3604,10, 2.4316,1, 1.4385,10, 5.5469,100, 7.3775,1, 1.9366,1, 2.7478
9/26/17,1, 1.5439,1, 1.1785,1, 1.5724,1, 1.9922,10, 2.9285,100, 8.8525,10, 3.0985,1, 2.3094,1, 2.6184,"100,000", 5.7643,100, 1.8002,100, 1.7308,100, 2.8342,1, 6.4289,"1,000", 5.6786,10, 1.0994,10, 2.4810,1, 1.4112,10, 5.4023,100, 3.3718,10, 2.4166,1, 1.4365,10, 5.5030,100, 7.3671,1, 1.9394,1, 2.7592
9/27/17,1, 1.5383,1, 1.1742,1, 1.5699,1, 2.0029,10, 2.9353,100, 8.8106,10, 3.0868,1, 2.3008,1, 2.6182,"100,000", 5.7726,100, 1.8050,100, 1.7415,100, 2.8428,1, 6.4499,"1,000", 5.7227,10, 1.1037,10, 2.4766,1, 1.4027,10, 5.3630,100, 3.3825,10, 2.4073,1, 1.4374,10, 5.5063,100, 7.3665,1, 1.9453,1, 2.7576
9/28/17,1, 1.5410,1, 1.1787,1, 1.5838,1, 2.0138,10, 2.9544,100, 8.8615,10, 3.0975,1, 2.3033,1, 2.6331,"100,000", 5.8104,100, 1.8264,100, 1.7378,100, 2.8664,1, 6.4941,"1,000", 5.7628,10, 1.1135,10, 2.4707,1, 1.4140,10, 5.3561,100, 3.3770,10, 2.4055,1, 1.4438,10, 5.4901,100, 7.4099,1, 1.9614,1, 2.7733
9/29/17,1, 1.5391,1, 1.1843,1, 1.5779,1, 2.0208,10, 2.9519,100, 8.8922,10, 3.1133,1, 2.3143,1, 2.6327,"100,000", 5.8243,100, 1.8417,100, 1.7451,100, 2.8773,1, 6.5163,"1,000", 5.7740,10, 1.1171,10, 2.4703,1, 1.4150,10, 5.3735,100, 3.3728,10, 2.4170,1, 1.4463,10, 5.5136,100, 7.4270,1, 1.9689,1, 2.7776
9/30/17,1, 1.5383,1, 1.1850,1, 1.5792,1, 2.0242,10, 2.9488,100, 8.9110,10, 3.1144,1, 2.3141,1, 2.6234,"100,000", 5.8048,100, 1.8608,100, 1.7451,100, 2.8677,1, 6.4977,"1,000", 5.7592,10, 1.1134,10, 2.4668,1, 1.4168,10, 5.3760,100, 3.3854,10, 2.4048,1, 1.4456,10, 5.5139,100, 7.3798,1, 1.9623,1, 2.7702
10/1/17,1, 1.5383,1, 1.1850,1, 1.5792,1, 2.0242,10, 2.9488,100, 8.9110,10, 3.1144,1, 2.3141,1, 2.6234,"100,000", 5.8048,100, 1.8608,100, 1.7451,100, 2.8677,1, 6.4977,"1,000", 5.7592,10, 1.1134,10, 2.4668,1, 1.4168,10, 5.3760,100, 3.3854,10, 2.4048,1, 1.4456,10, 5.5139,100, 7.3798,1, 1.9623,1, 2.7702
10/2/17,1, 1.5383,1, 1.1850,1, 1.5792,1, 2.0242,10, 2.9488,100, 8.9110,10, 3.1144,1, 2.3141,1, 2.6234,"100,000", 5.8048,100, 1.8608,100, 1.7451,100, 2.8677,1, 6.4977,"1,000", 5.7592,10, 1.1134,10, 2.4668,1, 1.4168,10, 5.3760,100, 3.3854,10, 2.4048,1, 1.4456,10, 5.5139,100, 7.3798,1, 1.9623,1, 2.7702
10/3/17,1, 1.5333,1, 1.1775,1, 1.5680,1, 2.0211,10, 2.9489,100, 8.8586,10, 3.0952,1, 2.3032,1, 2.6101,"100,000", 5.7989,100, 1.8442,100, 1.7397,100, 2.8629,1, 6.4935,"1,000", 5.7465,10, 1.1148,10, 2.4553,1, 1.4117,10, 5.3389,100, 3.3916,10, 2.3998,1, 1.4410,10, 5.4837,100, 7.3759,1, 1.9620,1, 2.7729
10/4/17,1, 1.5354,1, 1.1803,1, 1.5710,1, 2.0158,10, 2.9541,100, 8.9003,10, 3.1017,1, 2.3069,1, 2.6053,"100,000", 5.7998,100, 1.8528,100, 1.7390,100, 2.8680,1, 6.5029,"1,000", 5.7321,10, 1.1177,10, 2.4549,1, 1.4099,10, 5.3517,100, 3.3924,10, 2.4123,1, 1.4414,10, 5.4795,100, 7.3587,1, 1.9655,1, 2.7700
10/5/17,1, 1.5456,1, 1.1826,1, 1.5770,1, 2.0199,10, 2.9534,100, 8.9351,10, 3.1078,1, 2.3111,1, 2.6096,"100,000", 5.7893,100, 1.8600,100, 1.7469,100, 2.8672,1, 6.5012,"1,000", 5.7101,10, 1.1184,10, 2.4719,1, 1.4110,10, 5.3805,100, 3.4010,10, 2.4238,1, 1.4453,10, 5.5084,100, 7.3321,1, 1.9650,1, 2.7690
10/6/17,1, 1.5352,1, 1.1804,1, 1.5735,1, 2.0101,10, 2.9502,100, 8.9499,10, 3.1020,1, 2.3103,1, 2.5885,"100,000", 5.7729,100, 1.8461,100, 1.7436,100, 2.8642,1, 6.4986,"1,000", 5.6793,10, 1.1185,10, 2.4674,1, 1.4045,10, 5.3733,100, 3.4112,10, 2.4228,1, 1.4407,10, 5.5006,100, 7.3270,1, 1.9629,1, 2.7699
